Branch,Depot,Line,Direction,W,Distance,Lon,Lat
418,77610,266,21,0,0,139.4136148,35.69809334
418,77610,266,21,0,1,139.41360317,35.69809343
418,77610,266,21,0,2,139.41359155,35.69809351
418,77610,266,21,0,3,139.41357992,35.6980936
418,77610,266,21,0,4,139.41356829,35.69809361
418,77610,266,21,0,5,139.41355666,35.69809358
418,77610,266,21,0,6,139.41354503,35.69809354
418,77610,266,21,0,7,139.4135334,35.69809351
418,77610,266,21,0,8,139.41352177,35.69809348
418,77610,266,21,0,9,139.41351014,35.69809344
418,77610,266,21,0,10,139.41349851,35.69809341
418,77610,266,21,0,11,139.41348689,35.69809338
418,77610,266,21,0,12,139.41347526,35.69809334
418,77610,266,21,0,13,139.41346363,35.69809331
418,77610,266,21,0,14,139.413452,35.69809328
418,77610,266,21,0,15,139.41344037,35.69809324
418,77610,266,21,0,16,139.41342874,35.69809321
418,77610,266,21,0,17,139.41341711,35.69809317
418,77610,266,21,0,18,139.41340548,35.69809314
418,77610,266,21,0,19,139.41339385,35.69809311
418,77610,266,21,0,20,139.41338222,35.69809307
418,77610,266,21,0,21,139.41337059,35.69809304
418,77610,266,21,0,22,139.41335896,35.69809301
418,77610,266,21,0,23,139.41334734,35.69809297
418,77610,266,21,0,24,139.41333571,35.69809294
418,77610,266,21,0,25,139.41332408,35.69809291
418,77610,266,21,0,26,139.41331245,35.69809287
418,77610,266,21,0,27,139.41330082,35.69809284
418,77610,266,21,0,28,139.41328919,35.69809281
418,77610,266,21,0,29,139.41327756,35.69809277
418,77610,266,21,0,30,139.41326593,35.69809271
418,77610,266,21,0,31,139.4132543,35.69809262
418,77610,266,21,0,32,139.41324267,35.69809254
418,77610,266,21,0,33,139.41323105,35.69809245
418,77610,266,21,0,34,139.41321942,35.69809237
418,77610,266,21,0,35,139.41320779,35.69809228
418,77610,266,21,0,36,139.41319616,35.6980922
418,77610,266,21,0,37,139.41318453,35.69809211
418,77610,266,21,0,38,139.41317291,35.69809203
418,77610,266,21,0,39,139.41316128,35.69809194
418,77610,266,21,0,40,139.41314966,35.69809186
418,77610,266,21,0,41,139.41313803,35.69809177
418,77610,266,21,0,42,139.41312641,35.69809168
418,77610,266,21,0,43,139.41311478,35.6980916
418,77610,266,21,0,44,139.41310316,35.69809156
418,77610,266,21,0,45,139.41309152,35.69809164
418,77610,266,21,0,46,139.41307989,35.69809173
418,77610,266,21,0,47,139.41306826,35.69809181
418,77610,266,21,0,48,139.41305663,35.69809189
418,77610,266,21,0,49,139.413045,35.69809197
418,77610,266,21,0,50,139.41303337,35.69809205
418,77610,266,21,0,51,139.41302174,35.69809214
418,77610,266,21,0,52,139.41301011,35.69809222
418,77610,266,21,0,53,139.41299848,35.6980923
418,77610,266,21,0,54,139.41298685,35.69809238
418,77610,266,21,0,55,139.41297522,35.69809246
418,77610,266,21,0,56,139.41296359,35.69809255
418,77610,266,21,0,57,139.41295196,35.69809263
418,77610,266,21,0,58,139.41294033,35.69809271
418,77610,266,21,0,59,139.41292871,35.69809279
418,77610,266,21,0,60,139.41291708,35.69809287
418,77610,266,21,0,61,139.41290546,35.69809296
418,77610,266,21,0,62,139.41289383,35.69809304
418,77610,266,21,0,63,139.41288221,35.69809312
418,77610,266,21,0,64,139.41287058,35.69809325
418,77610,266,21,0,65,139.41285895,35.69809337
418,77610,266,21,0,66,139.41284733,35.6980935
418,77610,266,21,0,67,139.4128357,35.69809363
