Branch,Depot,Line,Direction,W,Distance,Lon,Lat
416,77610,262,21,0,2460,139.7647595,35.69954121
416,77610,262,21,0,2461,139.76474893,35.69954353
416,77610,262,21,0,2462,139.76473835,35.69954584
416,77610,262,21,0,2463,139.76472778,35.69954816
416,77610,262,21,0,2464,139.76471721,35.69955048
416,77610,262,21,0,2465,139.76470663,35.6995528
416,77610,262,21,0,2466,139.76469606,35.69955511
416,77610,262,21,0,2467,139.76468549,35.69955743
416,77610,262,21,0,2468,139.76467491,35.69955975
416,77610,262,21,0,2469,139.76466434,35.69956206
416,77610,262,21,0,2470,139.76465377,35.69956438
416,77610,262,21,0,2471,139.76464319,35.6995667
416,77610,262,21,0,2472,139.76463262,35.69956901
416,77610,262,21,0,2473,139.76462204,35.69957133
416,77610,262,21,0,2474,139.76461147,35.69957365
416,77610,262,21,0,2475,139.7646009,35.69957597
416,77610,262,21,0,2476,139.76459032,35.69957828
416,77610,262,21,0,2477,139.76457975,35.6995806
416,77610,262,21,0,2478,139.76456918,35.69958292
416,77610,262,21,0,2479,139.7645586,35.69958523
416,77610,262,21,0,2480,139.76454803,35.69958755
416,77610,262,21,0,2481,139.76453747,35.69958992
416,77610,262,21,0,2482,139.76452694,35.69959235
416,77610,262,21,0,2483,139.7645164,35.69959479
416,77610,262,21,0,2484,139.76450587,35.69959723
416,77610,262,21,0,2485,139.76449534,35.69959966
416,77610,262,21,0,2486,139.7644848,35.6996021
416,77610,262,21,0,2487,139.76447427,35.69960454
416,77610,262,21,0,2488,139.76446373,35.69960697
416,77610,262,21,0,2489,139.7644532,35.69960941
416,77610,262,21,0,2490,139.76444266,35.69961185
416,77610,262,21,0,2491,139.76443213,35.69961429
416,77610,262,21,0,2492,139.7644216,35.69961672
416,77610,262,21,0,2493,139.76441106,35.69961916
416,77610,262,21,0,2494,139.76440053,35.6996216
416,77610,262,21,0,2495,139.76438999,35.69962403
416,77610,262,21,0,2496,139.76437946,35.69962647
416,77610,262,21,0,2497,139.76436893,35.69962891
416,77610,262,21,0,2498,139.76435839,35.69963135
416,77610,262,21,0,2499,139.76434786,35.69963378
416,77610,262,21,0,2500,139.76433732,35.69963622
416,77610,262,21,0,2501,139.76432679,35.69963866
416,77610,262,21,0,2502,139.76431625,35.6996411
416,77610,262,21,0,2503,139.76430572,35.69964353
416,77610,262,21,0,2504,139.76429519,35.69964597
416,77610,262,21,0,2505,139.76428465,35.69964841
416,77610,262,21,0,2506,139.76427412,35.69965085
416,77610,262,21,0,2507,139.76426358,35.69965328
416,77610,262,21,0,2508,139.76425305,35.69965572
416,77610,262,21,0,2509,139.76424267,35.69965856
416,77610,262,21,0,2510,139.76423229,35.69966141
416,77610,262,21,0,2511,139.76422191,35.69966426
416,77610,262,21,0,2512,139.76421153,35.69966711
416,77610,262,21,0,2513,139.76420115,35.69966996
416,77610,262,21,0,2514,139.76419077,35.69967281
416,77610,262,21,0,2515,139.76418039,35.69967566
416,77610,262,21,0,2516,139.76417001,35.69967851
416,77610,262,21,0,2517,139.76415963,35.69968136
416,77610,262,21,0,2518,139.76414925,35.69968421
416,77610,262,21,0,2519,139.76413887,35.69968706
416,77610,262,21,0,2520,139.76412849,35.69968991
416,77610,262,21,0,2521,139.76411812,35.69969276
416,77610,262,21,0,2522,139.76410774,35.69969561
416,77610,262,21,0,2523,139.76409736,35.69969846
416,77610,262,21,0,2524,139.76408698,35.69970131
416,77610,262,21,0,2525,139.7640766,35.69970416
416,77610,262,21,0,2526,139.76406622,35.69970701
416,77610,262,21,0,2527,139.76405584,35.69970986
416,77610,262,21,0,2528,139.76404546,35.69971271
416,77610,262,21,0,2529,139.76403508,35.69971556
416,77610,262,21,0,2530,139.7640247,35.69971841
416,77610,262,21,0,2531,139.76401432,35.69972126
416,77610,262,21,0,2532,139.76400394,35.69972411
416,77610,262,21,0,2533,139.76399357,35.69972696
416,77610,262,21,0,2534,139.76398334,35.69973016
416,77610,262,21,0,2535,139.76397317,35.69973345
416,77610,262,21,0,2536,139.76396299,35.69973675
416,77610,262,21,0,2537,139.76395281,35.69974004
416,77610,262,21,0,2538,139.76394263,35.69974334
416,77610,262,21,0,2539,139.76393246,35.69974663
416,77610,262,21,0,2540,139.76392228,35.69974993
416,77610,262,21,0,2541,139.7639121,35.69975322
416,77610,262,21,0,2542,139.76390192,35.69975652
416,77610,262,21,0,2543,139.76389175,35.69975981
416,77610,262,21,0,2544,139.76388157,35.69976311
416,77610,262,21,0,2545,139.76387139,35.69976641
416,77610,262,21,0,2546,139.76386121,35.6997697
416,77610,262,21,0,2547,139.76385103,35.699773
416,77610,262,21,0,2548,139.76384085,35.69977629
416,77610,262,21,0,2549,139.76383067,35.69977959
416,77610,262,21,0,2550,139.76382049,35.69978288
416,77610,262,21,0,2551,139.76381031,35.69978618
416,77610,262,21,0,2552,139.76380013,35.69978947
416,77610,262,21,0,2553,139.76378995,35.69979277
416,77610,262,21,0,2554,139.76377977,35.69979606
416,77610,262,21,0,2555,139.76376959,35.69979936
416,77610,262,21,0,2556,139.7637594,35.69980265
416,77610,262,21,0,2557,139.76374922,35.69980595
416,77610,262,21,0,2558,139.76373904,35.69980924
416,77610,262,21,0,2559,139.76372886,35.69981254
416,77610,262,21,0,2560,139.76371868,35.69981583
416,77610,262,21,0,2561,139.7637085,35.69981913
416,77610,262,21,0,2562,139.76369833,35.69982244
416,77610,262,21,0,2563,139.76368838,35.69982619
416,77610,262,21,0,2564,139.76367844,35.69982994
416,77610,262,21,0,2565,139.76366849,35.69983368
416,77610,262,21,0,2566,139.76365854,35.69983743
416,77610,262,21,0,2567,139.7636486,35.69984118
416,77610,262,21,0,2568,139.76363866,35.69984493
416,77610,262,21,0,2569,139.76362873,35.69984868
416,77610,262,21,0,2570,139.7636188,35.69985243
416,77610,262,21,0,2571,139.76360886,35.69985618
416,77610,262,21,0,2572,139.76359893,35.69985993
416,77610,262,21,0,2573,139.763589,35.69986367
416,77610,262,21,0,2574,139.76357915,35.6998676
416,77610,262,21,0,2575,139.76356931,35.69987154
416,77610,262,21,0,2576,139.76355948,35.69987549
416,77610,262,21,0,2577,139.76354964,35.69987943
416,77610,262,21,0,2578,139.76353982,35.69988338
416,77610,262,21,0,2579,139.76353001,35.69988732
416,77610,262,21,0,2580,139.7635202,35.69989126
416,77610,262,21,0,2581,139.76351039,35.69989521
416,77610,262,21,0,2582,139.76350061,35.69989919
416,77610,262,21,0,2583,139.76349102,35.69990353
416,77610,262,21,0,2584,139.76348143,35.69990787
416,77610,262,21,0,2585,139.76347185,35.69991222
416,77610,262,21,0,2586,139.76346249,35.69991686
416,77610,262,21,0,2587,139.76345336,35.69992178
416,77610,262,21,0,2588,139.76344422,35.6999267
416,77610,262,21,0,2589,139.76343509,35.69993163
416,77610,262,21,0,2590,139.76342595,35.69993655
416,77610,262,21,0,2591,139.76341682,35.69994147
416,77610,262,21,0,2592,139.76340768,35.6999464
416,77610,262,21,0,2593,139.76339855,35.69995132
416,77610,262,21,0,2594,139.76338941,35.69995624
416,77610,262,21,0,2595,139.76338028,35.69996116
416,77610,262,21,0,2596,139.76337114,35.69996609
416,77610,262,21,0,2597,139.76336201,35.69997101
416,77610,262,21,0,2598,139.76335287,35.69997593
416,77610,262,21,0,2599,139.76334374,35.69998086
416,77610,262,21,0,2600,139.7633346,35.69998578
416,77610,262,21,0,2601,139.76332539,35.69999074
416,77610,262,21,0,2602,139.76331619,35.69999569
416,77610,262,21,0,2603,139.763307,35.70000064
416,77610,262,21,0,2604,139.7632978,35.70000559
416,77610,262,21,0,2605,139.7632886,35.70001054
416,77610,262,21,0,2606,139.76327926,35.70001528
416,77610,262,21,0,2607,139.76326989,35.70002
416,77610,262,21,0,2608,139.76326053,35.70002471
416,77610,262,21,0,2609,139.76325138,35.70002972
416,77610,262,21,0,2610,139.76324227,35.70003477
416,77610,262,21,0,2611,139.76323315,35.70003982
416,77610,262,21,0,2612,139.76322403,35.70004487
416,77610,262,21,0,2613,139.76321492,35.70004993
416,77610,262,21,0,2614,139.7632058,35.70005498
416,77610,262,21,0,2615,139.76319668,35.70006003
416,77610,262,21,0,2616,139.76318756,35.70006508
416,77610,262,21,0,2617,139.76317845,35.70007013
416,77610,262,21,0,2618,139.76316933,35.70007518
416,77610,262,21,0,2619,139.76316021,35.70008023
416,77610,262,21,0,2620,139.76315116,35.70008536
416,77610,262,21,0,2621,139.7631423,35.70009068
416,77610,262,21,0,2622,139.76313343,35.70009601
416,77610,262,21,0,2623,139.76312457,35.70010134
416,77610,262,21,0,2624,139.7631157,35.70010666
416,77610,262,21,0,2625,139.76310684,35.70011199
416,77610,262,21,0,2626,139.76309797,35.70011732
416,77610,262,21,0,2627,139.76308911,35.70012264
416,77610,262,21,0,2628,139.76308024,35.70012797
